3-15-2023 10:12:08-debug: %cImport%c: C:\CocosDashboard_1.2.5\resources\.editors\Creator\3.7.1\resources\resources\3d\engine\editor\assets\chunks background: #aaff85; color: #000; color: #000;
3-15-2023 10:38:15-debug: // ---- build task Sort some build options to settings.json ---- (525ms)
3-15-2023 10:38:15-debug: run build task Sort some build options to settings.json success in 525 ms √12%
3-15-2023 10:38:15-debug: Process: heapTotal 221.22MB heapUsed 195.15MB rss 553.36MB
3-15-2023 10:38:15-debug: custom joint texture layouts start12%
3-15-2023 10:38:15-debug: // ---- build task custom joint texture layouts ----
3-15-2023 10:38:15-debug: // ---- build task custom joint texture layouts ---- (1ms)
3-15-2023 10:38:15-debug: run build task custom joint texture layouts success in 1 ms √12%
3-15-2023 10:38:15-debug: // ---- build task custom joint physics ----
3-15-2023 10:38:15-debug: Process: heapTotal 221.22MB heapUsed 195.18MB rss 553.36MB
3-15-2023 10:38:15-debug: custom joint physics start12%
3-15-2023 10:38:15-debug: // ---- build task custom joint physics ---- (1ms)
3-15-2023 10:38:15-debug: run build task custom joint physics success in 1 ms √13%
3-15-2023 10:38:15-debug: Fill script data to settings start13%
3-15-2023 10:38:15-debug: // ---- build task Fill script data to settings ----
3-15-2023 10:38:15-debug: Process: heapTotal 221.22MB heapUsed 195.20MB rss 553.36MB
3-15-2023 10:38:15-debug: run build task Fill script data to settings success in 1 ms √13%
3-15-2023 10:38:15-debug: Fill scene data to settings start13%
3-15-2023 10:38:15-debug: // ---- build task Fill scene data to settings ----
3-15-2023 10:38:15-debug: Process: heapTotal 221.22MB heapUsed 195.23MB rss 553.36MB
3-15-2023 10:38:15-debug: // ---- build task Fill script data to settings ---- (1ms)
3-15-2023 10:38:15-debug: run build task Fill scene data to settings success in 0 ms √14%
3-15-2023 10:38:15-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
3-15-2023 10:38:15-debug: Process: heapTotal 221.22MB heapUsed 195.26MB rss 553.36MB
3-15-2023 10:38:15-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
3-15-2023 10:38:15-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ---- (1ms)
3-15-2023 10:38:15-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 1 ms √14%
3-15-2023 10:38:15-debug: Process: heapTotal 221.22MB heapUsed 195.39MB rss 553.36MB
3-15-2023 10:38:15-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
3-15-2023 10:38:15-debug: options.md5Cache is false.
3-15-2023 10:38:15-debug: Generate md5AssetsMap from suffixMap to settings start14%
3-15-2023 10:38:15-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 1 ms √15%
3-15-2023 10:38:15-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ---- (1ms)
3-15-2023 10:39:03-debug: refresh db internal success
3-15-2023 10:39:03-debug: refresh db assets success
3-15-2023 10:39:03-debug: asset-db:worker-effect-data-processing (97ms)
3-15-2023 10:39:03-debug: asset-db:refresh-all-database (146ms)
3-15-2023 10:39:10-debug: refresh db internal success
3-15-2023 10:39:10-debug: refresh db assets success
3-15-2023 10:39:10-debug: asset-db:worker-effect-data-processing (140ms)
3-15-2023 10:39:10-debug: asset-db:refresh-all-database (172ms)
3-15-2023 10:39:14-debug: refresh db internal success
3-15-2023 10:39:14-debug: %cImport%c: C:\Users\ADMIN\ThrowKnifeGame\assets\Scripts\Game.tsbackground: #aaff85; color: #000;color: #000;
3-15-2023 10:39:14-debug: asset-db:worker-effect-data-processing (90ms)
3-15-2023 10:39:14-debug: refresh db assets success
3-15-2023 10:39:14-debug: asset-db:refresh-all-database (124ms)
3-15-2023 10:39:15-debug: Query all assets info in project
3-15-2023 10:39:15-debug: init custom config: keepNodeUuid: false, useCache: true
3-15-2023 10:39:15-debug:   Number of all scenes: 1
3-15-2023 10:39:15-debug:   Number of all scripts: 1
3-15-2023 10:39:15-debug: // ---- build task Query asset bundle ----
3-15-2023 10:39:15-debug: Process: heapTotal 216.39MB heapUsed 189.36MB rss 550.85MB
3-15-2023 10:39:15-debug:   Number of other assets: 298
3-15-2023 10:39:15-debug: Query asset bundle start0%
3-15-2023 10:39:15-debug: // ---- build task Query asset bundle ---- (5ms)
3-15-2023 10:39:15-debug: run build task Query asset bundle success in 5 ms √3%
3-15-2023 10:39:15-debug: Process: heapTotal 216.39MB heapUsed 190.91MB rss 550.85MB
3-15-2023 10:39:15-debug: // ---- build task Query and organize assets ----
3-15-2023 10:39:15-debug: Query and organize assets start3%
3-15-2023 10:39:15-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
3-15-2023 10:39:15-debug: Number of scenes: 1
3-15-2023 10:39:15-debug: Organize scripts start7%
3-15-2023 10:39:15-debug: run build task Query and organize assets success in 6 ms √7%
3-15-2023 10:39:15-debug: // ---- build task Query and organize assets ---- (6ms)
3-15-2023 10:39:15-debug: Process: heapTotal 216.39MB heapUsed 189.02MB rss 550.99MB
3-15-2023 10:39:15-debug: sort script group...
3-15-2023 10:39:15-debug: // ---- build task Organize scripts ----
3-15-2023 10:39:15-debug: run build task Organize scripts success in 0 ms √10%
3-15-2023 10:39:15-debug: Process: heapTotal 216.39MB heapUsed 189.05MB rss 550.99MB
3-15-2023 10:39:15-debug: // ---- build task Init settings and config ----
3-15-2023 10:39:15-debug: Init settings and config start10%
3-15-2023 10:39:15-debug: // ---- build task Init settings and config ---- (1ms)
3-15-2023 10:39:15-debug: run build task Init settings and config success in 1 ms √11%
3-15-2023 10:39:15-debug: builder.tasks.settings.macro does not defined in i18n
3-15-2023 10:39:15-debug: builder.tasks.settings.macro start11%
3-15-2023 10:39:15-debug: Process: heapTotal 216.39MB heapUsed 189.09MB rss 550.99MB
3-15-2023 10:39:15-debug: // ---- build task builder.tasks.settings.macro ----
3-15-2023 10:39:15-debug: // ---- build task builder.tasks.settings.macro ---- (2ms)
3-15-2023 10:39:15-debug: run build task builder.tasks.settings.macro success in 2 ms √11%
3-15-2023 10:39:15-debug: Sort some build options to settings.json start11%
3-15-2023 10:39:15-debug: // ---- build task Sort some build options to settings.json ----
3-15-2023 10:39:15-debug: Process: heapTotal 216.39MB heapUsed 189.12MB rss 550.99MB
3-15-2023 10:39:15-debug: // ---- build task Sort some build options to settings.json ---- (527ms)
3-15-2023 10:39:15-debug: run build task Sort some build options to settings.json success in 527 ms √12%
3-15-2023 10:39:15-debug: custom joint texture layouts start12%
3-15-2023 10:39:15-debug: Process: heapTotal 216.39MB heapUsed 189.22MB rss 551.00MB
3-15-2023 10:39:15-debug: // ---- build task custom joint texture layouts ----
3-15-2023 10:39:15-debug: // ---- build task custom joint texture layouts ---- (1ms)
3-15-2023 10:39:15-debug: run build task custom joint texture layouts success in 1 ms √12%
3-15-2023 10:39:15-debug: // ---- build task custom joint physics ----
3-15-2023 10:39:15-debug: Process: heapTotal 216.39MB heapUsed 189.24MB rss 551.00MB
3-15-2023 10:39:15-debug: custom joint physics start12%
3-15-2023 10:39:15-debug: run build task custom joint physics success in 1 ms √13%
3-15-2023 10:39:15-debug: // ---- build task custom joint physics ---- (1ms)
3-15-2023 10:39:15-debug: // ---- build task Fill script data to settings ----
3-15-2023 10:39:15-debug: Fill script data to settings start13%
3-15-2023 10:39:15-debug: Process: heapTotal 216.39MB heapUsed 189.27MB rss 551.00MB
3-15-2023 10:39:15-debug: run build task Fill script data to settings success in 0 ms √13%
3-15-2023 10:39:15-debug: Fill scene data to settings start13%
3-15-2023 10:39:15-debug: // ---- build task Fill scene data to settings ----
3-15-2023 10:39:15-debug: Process: heapTotal 216.39MB heapUsed 189.29MB rss 551.00MB
3-15-2023 10:39:15-debug: run build task Fill scene data to settings success in 0 ms √14%
3-15-2023 10:39:15-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
3-15-2023 10:39:15-debug: Process: heapTotal 216.39MB heapUsed 189.32MB rss 551.00MB
3-15-2023 10:39:15-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
3-15-2023 10:39:15-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 0 ms √14%
3-15-2023 10:39:15-debug: Generate md5AssetsMap from suffixMap to settings start14%
3-15-2023 10:39:15-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
3-15-2023 10:39:15-debug: Process: heapTotal 216.39MB heapUsed 189.45MB rss 551.00MB
3-15-2023 10:39:15-debug: options.md5Cache is false.
3-15-2023 10:39:15-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ---- (1ms)
3-15-2023 10:39:15-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 1 ms √15%
3-15-2023 10:39:44-debug: refresh db internal success
3-15-2023 10:39:44-debug: %cImport%c: C:\Users\ADMIN\ThrowKnifeGame\assets\Scripts\Game.tsbackground: #aaff85; color: #000;color: #000;
3-15-2023 10:39:44-debug: asset-db:worker-effect-data-processing (100ms)
3-15-2023 10:39:44-debug: refresh db assets success
3-15-2023 10:39:44-debug: asset-db:refresh-all-database (132ms)
3-15-2023 10:39:44-debug: Query all assets info in project
3-15-2023 10:39:44-debug: init custom config: keepNodeUuid: false, useCache: true
3-15-2023 10:39:44-debug:   Number of other assets: 298
3-15-2023 10:39:44-debug: Query asset bundle start0%
3-15-2023 10:39:44-debug:   Number of all scripts: 1
3-15-2023 10:39:44-debug: // ---- build task Query asset bundle ----
3-15-2023 10:39:44-debug: Process: heapTotal 220.45MB heapUsed 195.62MB rss 555.86MB
3-15-2023 10:39:44-debug:   Number of all scenes: 1
3-15-2023 10:39:44-debug: // ---- build task Query asset bundle ---- (5ms)
3-15-2023 10:39:44-debug: run build task Query asset bundle success in 5 ms √3%
3-15-2023 10:39:44-debug: Process: heapTotal 220.45MB heapUsed 197.16MB rss 555.99MB
3-15-2023 10:39:44-debug: Query and organize assets start3%
3-15-2023 10:39:44-debug: // ---- build task Query and organize assets ----
3-15-2023 10:39:44-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
3-15-2023 10:39:44-debug: Number of scenes: 1
3-15-2023 10:39:44-debug: // ---- build task Query and organize assets ---- (6ms)
3-15-2023 10:39:44-debug: run build task Query and organize assets success in 6 ms √7%
3-15-2023 10:39:44-debug: Process: heapTotal 220.45MB heapUsed 194.88MB rss 555.50MB
3-15-2023 10:39:44-debug: Organize scripts start7%
3-15-2023 10:39:44-debug: // ---- build task Organize scripts ----
3-15-2023 10:39:44-debug: sort script group...
3-15-2023 10:39:44-debug: // ---- build task Organize scripts ---- (1ms)
3-15-2023 10:39:44-debug: run build task Organize scripts success in 1 ms √10%
3-15-2023 10:39:44-debug: Process: heapTotal 220.45MB heapUsed 194.91MB rss 555.50MB
3-15-2023 10:39:44-debug: // ---- build task Init settings and config ----
3-15-2023 10:39:44-debug: Init settings and config start10%
3-15-2023 10:39:44-debug: // ---- build task Init settings and config ---- (1ms)
3-15-2023 10:39:44-debug: run build task Init settings and config success in 1 ms √11%
3-15-2023 10:39:44-debug: builder.tasks.settings.macro does not defined in i18n
3-15-2023 10:39:44-debug: builder.tasks.settings.macro start11%
3-15-2023 10:39:44-debug: // ---- build task builder.tasks.settings.macro ----
3-15-2023 10:39:44-debug: Process: heapTotal 220.45MB heapUsed 194.95MB rss 555.50MB
3-15-2023 10:39:44-debug: // ---- build task builder.tasks.settings.macro ---- (3ms)
3-15-2023 10:39:44-debug: run build task builder.tasks.settings.macro success in 3 ms √11%
3-15-2023 10:39:44-debug: Process: heapTotal 220.45MB heapUsed 194.98MB rss 555.50MB
3-15-2023 10:39:44-debug: Sort some build options to settings.json start11%
3-15-2023 10:39:44-debug: // ---- build task Sort some build options to settings.json ----
3-15-2023 10:39:45-debug: // ---- build task Sort some build options to settings.json ---- (407ms)
3-15-2023 10:39:45-debug: run build task Sort some build options to settings.json success in 407 ms √12%
3-15-2023 10:39:45-debug: // ---- build task custom joint texture layouts ----
3-15-2023 10:39:45-debug: Process: heapTotal 220.45MB heapUsed 195.08MB rss 555.53MB
3-15-2023 10:39:45-debug: custom joint texture layouts start12%
3-15-2023 10:39:45-debug: // ---- build task custom joint texture layouts ---- (1ms)
3-15-2023 10:39:45-debug: run build task custom joint texture layouts success in 1 ms √12%
3-15-2023 10:39:45-debug: Process: heapTotal 220.45MB heapUsed 195.11MB rss 555.52MB
3-15-2023 10:39:45-debug: custom joint physics start12%
3-15-2023 10:39:45-debug: // ---- build task custom joint physics ----
3-15-2023 10:39:45-debug: // ---- build task custom joint physics ---- (1ms)
3-15-2023 10:39:45-debug: run build task custom joint physics success in 1 ms √13%
3-15-2023 10:39:45-debug: Process: heapTotal 220.45MB heapUsed 195.14MB rss 555.52MB
3-15-2023 10:39:45-debug: Fill script data to settings start13%
3-15-2023 10:39:45-debug: // ---- build task Fill script data to settings ----
3-15-2023 10:39:45-debug: // ---- build task Fill script data to settings ---- (1ms)
3-15-2023 10:39:45-debug: run build task Fill script data to settings success in 1 ms √13%
3-15-2023 10:39:45-debug: Process: heapTotal 220.45MB heapUsed 195.16MB rss 555.52MB
3-15-2023 10:39:45-debug: Fill scene data to settings start13%
3-15-2023 10:39:45-debug: // ---- build task Fill scene data to settings ----
3-15-2023 10:39:45-debug: // ---- build task Fill scene data to settings ---- (1ms)
3-15-2023 10:39:45-debug: run build task Fill scene data to settings success in 1 ms √14%
3-15-2023 10:39:45-debug: Process: heapTotal 220.45MB heapUsed 195.19MB rss 555.52MB
3-15-2023 10:39:45-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
3-15-2023 10:39:45-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
3-15-2023 10:39:45-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ---- (1ms)
3-15-2023 10:39:45-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 1 ms √14%
3-15-2023 10:39:45-debug: Process: heapTotal 220.45MB heapUsed 195.32MB rss 555.52MB
3-15-2023 10:39:45-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
3-15-2023 10:39:45-debug: Generate md5AssetsMap from suffixMap to settings start14%
3-15-2023 10:39:45-debug: options.md5Cache is false.
3-15-2023 10:39:45-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 0 ms √15%
3-15-2023 10:40:05-debug: refresh db internal success
3-15-2023 10:40:05-debug: asset-db:worker-effect-data-processing (99ms)
3-15-2023 10:40:05-debug: refresh db assets success
3-15-2023 10:40:05-debug: asset-db:refresh-all-database (137ms)
3-15-2023 10:40:30-debug: refresh db internal success
3-15-2023 10:40:31-debug: refresh db assets success
3-15-2023 10:40:31-debug: asset-db:worker-effect-data-processing (131ms)
3-15-2023 10:40:31-debug: asset-db:refresh-all-database (161ms)
3-15-2023 10:40:37-debug: refresh db internal success
3-15-2023 10:40:38-debug: asset-db:worker-effect-data-processing (96ms)
3-15-2023 10:40:38-debug: refresh db assets success
3-15-2023 10:40:38-debug: asset-db:refresh-all-database (135ms)
3-15-2023 10:40:52-debug: refresh db internal success
3-15-2023 10:40:52-debug: refresh db assets success
3-15-2023 10:40:52-debug: asset-db:worker-effect-data-processing (94ms)
3-15-2023 10:40:52-debug: asset-db:refresh-all-database (128ms)
3-15-2023 10:41:05-debug: refresh db internal success
3-15-2023 10:41:05-debug: %cImport%c: C:\Users\ADMIN\ThrowKnifeGame\assets\Scripts\Game.tsbackground: #aaff85; color: #000;color: #000;
3-15-2023 10:41:05-debug: asset-db:worker-effect-data-processing (91ms)
3-15-2023 10:41:05-debug: refresh db assets success
3-15-2023 10:41:05-debug: asset-db:refresh-all-database (125ms)
3-15-2023 10:41:05-debug: Query all assets info in project
3-15-2023 10:41:05-debug: init custom config: keepNodeUuid: false, useCache: true
3-15-2023 10:41:05-debug:   Number of all scenes: 1
3-15-2023 10:41:05-debug:   Number of other assets: 298
3-15-2023 10:41:05-debug:   Number of all scripts: 1
3-15-2023 10:41:05-debug: // ---- build task Query asset bundle ----
3-15-2023 10:41:05-debug: Process: heapTotal 223.15MB heapUsed 200.92MB rss 558.73MB
3-15-2023 10:41:05-debug: Query asset bundle start0%
3-15-2023 10:41:05-debug: // ---- build task Query asset bundle ---- (7ms)
3-15-2023 10:41:05-debug: run build task Query asset bundle success in 7 ms √3%
3-15-2023 10:41:05-debug: Process: heapTotal 222.41MB heapUsed 198.13MB rss 557.54MB
3-15-2023 10:41:05-debug: // ---- build task Query and organize assets ----
3-15-2023 10:41:05-debug: Query and organize assets start3%
3-15-2023 10:41:05-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
3-15-2023 10:41:05-debug: Number of scenes: 1
3-15-2023 10:41:05-debug: // ---- build task Query and organize assets ---- (6ms)
3-15-2023 10:41:05-debug: run build task Query and organize assets success in 6 ms √7%
3-15-2023 10:41:05-debug: Organize scripts start7%
3-15-2023 10:41:05-debug: sort script group...
3-15-2023 10:41:05-debug: Process: heapTotal 222.41MB heapUsed 199.58MB rss 557.63MB
3-15-2023 10:41:05-debug: // ---- build task Organize scripts ----
3-15-2023 10:41:05-debug: Init settings and config start10%
3-15-2023 10:41:05-debug: run build task Organize scripts success in 0 ms √10%
3-15-2023 10:41:05-debug: // ---- build task Init settings and config ----
3-15-2023 10:41:05-debug: Process: heapTotal 222.41MB heapUsed 199.60MB rss 557.63MB
3-15-2023 10:41:05-debug: // ---- build task Init settings and config ---- (1ms)
3-15-2023 10:41:05-debug: run build task Init settings and config success in 1 ms √11%
3-15-2023 10:41:05-debug: // ---- build task builder.tasks.settings.macro ----
3-15-2023 10:41:05-debug: builder.tasks.settings.macro does not defined in i18n
3-15-2023 10:41:05-debug: builder.tasks.settings.macro start11%
3-15-2023 10:41:05-debug: Process: heapTotal 222.41MB heapUsed 199.64MB rss 557.63MB
3-15-2023 10:41:05-debug: run build task builder.tasks.settings.macro success in 2 ms √11%
3-15-2023 10:41:05-debug: // ---- build task builder.tasks.settings.macro ---- (2ms)
3-15-2023 10:41:05-debug: // ---- build task Sort some build options to settings.json ----
3-15-2023 10:41:05-debug: Process: heapTotal 222.41MB heapUsed 199.67MB rss 557.63MB
3-15-2023 10:41:05-debug: Sort some build options to settings.json start11%
3-15-2023 10:41:06-debug: run build task Sort some build options to settings.json success in 794 ms √12%
3-15-2023 10:41:06-debug: // ---- build task Sort some build options to settings.json ---- (794ms)
3-15-2023 10:41:06-debug: Process: heapTotal 222.41MB heapUsed 199.74MB rss 557.66MB
3-15-2023 10:41:06-debug: // ---- build task custom joint texture layouts ----
3-15-2023 10:41:06-debug: custom joint texture layouts start12%
3-15-2023 10:41:06-debug: // ---- build task custom joint texture layouts ---- (1ms)
3-15-2023 10:41:06-debug: run build task custom joint texture layouts success in 1 ms √12%
3-15-2023 10:41:06-debug: custom joint physics start12%
3-15-2023 10:41:06-debug: // ---- build task custom joint physics ----
3-15-2023 10:41:06-debug: Process: heapTotal 222.41MB heapUsed 199.77MB rss 557.66MB
3-15-2023 10:41:06-debug: run build task custom joint physics success in 0 ms √13%
3-15-2023 10:41:06-debug: Fill script data to settings start13%
3-15-2023 10:41:06-debug: // ---- build task Fill script data to settings ----
3-15-2023 10:41:06-debug: Process: heapTotal 222.41MB heapUsed 199.79MB rss 557.66MB
3-15-2023 10:41:06-debug: run build task Fill script data to settings success in 0 ms √13%
3-15-2023 10:41:06-debug: // ---- build task Fill scene data to settings ----
3-15-2023 10:41:06-debug: Process: heapTotal 222.41MB heapUsed 199.81MB rss 557.66MB
3-15-2023 10:41:06-debug: Fill scene data to settings start13%
3-15-2023 10:41:06-debug: run build task Fill scene data to settings success in 0 ms √14%
3-15-2023 10:41:06-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
3-15-2023 10:41:06-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
3-15-2023 10:41:06-debug: Process: heapTotal 222.41MB heapUsed 199.84MB rss 557.66MB
3-15-2023 10:41:06-debug: Generate md5AssetsMap from suffixMap to settings start14%
3-15-2023 10:41:06-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 1 ms √14%
3-15-2023 10:41:06-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
3-15-2023 10:41:06-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ---- (1ms)
3-15-2023 10:41:06-debug: options.md5Cache is false.
3-15-2023 10:41:06-debug: Process: heapTotal 222.41MB heapUsed 199.98MB rss 557.68MB
3-15-2023 10:41:06-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 0 ms √15%
3-15-2023 10:41:28-debug: refresh db internal success
3-15-2023 10:41:28-debug: asset-db:worker-effect-data-processing (101ms)
3-15-2023 10:41:28-debug: refresh db assets success
3-15-2023 10:41:28-debug: asset-db:refresh-all-database (140ms)
3-15-2023 10:42:12-debug: refresh db internal success
3-15-2023 10:42:12-debug: refresh db assets success
3-15-2023 10:42:12-debug: asset-db:worker-effect-data-processing (137ms)
3-15-2023 10:42:12-debug: asset-db:refresh-all-database (173ms)
3-15-2023 10:42:35-debug: refresh db internal success
3-15-2023 10:42:35-debug: refresh db assets success
3-15-2023 10:42:35-debug: asset-db:worker-effect-data-processing (93ms)
3-15-2023 10:42:35-debug: asset-db:refresh-all-database (128ms)
3-15-2023 10:43:11-debug: refresh db internal success
3-15-2023 10:43:12-debug: refresh db assets success
3-15-2023 10:43:12-debug: asset-db:worker-effect-data-processing (95ms)
3-15-2023 10:43:12-debug: asset-db:refresh-all-database (125ms)
3-15-2023 10:43:38-debug: refresh db internal success
3-15-2023 10:43:38-debug: refresh db assets success
3-15-2023 10:43:38-debug: asset-db:worker-effect-data-processing (129ms)
3-15-2023 10:43:38-debug: asset-db:refresh-all-database (161ms)
3-15-2023 10:44:31-debug: refresh db internal success
3-15-2023 10:44:31-debug: %cImport%c: C:\Users\ADMIN\ThrowKnifeGame\assets\Scripts\Game.tsbackground: #aaff85; color: #000;color: #000;
3-15-2023 10:44:31-debug: asset-db:worker-effect-data-processing (94ms)
3-15-2023 10:44:31-debug: refresh db assets success
3-15-2023 10:44:31-debug: asset-db:refresh-all-database (129ms)
3-15-2023 10:44:31-debug: Query all assets info in project
3-15-2023 10:44:31-debug: init custom config: keepNodeUuid: false, useCache: true
3-15-2023 10:44:31-debug:   Number of all scenes: 1
3-15-2023 10:44:31-debug:   Number of other assets: 298
3-15-2023 10:44:31-debug:   Number of all scripts: 1
3-15-2023 10:44:31-debug: // ---- build task Query asset bundle ----
3-15-2023 10:44:31-debug: Process: heapTotal 221.85MB heapUsed 195.82MB rss 556.61MB
3-15-2023 10:44:31-debug: Query asset bundle start0%
3-15-2023 10:44:31-debug: // ---- build task Query asset bundle ---- (5ms)
3-15-2023 10:44:31-debug: run build task Query asset bundle success in 5 ms √3%
3-15-2023 10:44:31-debug: Process: heapTotal 221.85MB heapUsed 197.37MB rss 556.61MB
3-15-2023 10:44:31-debug: // ---- build task Query and organize assets ----
3-15-2023 10:44:31-debug: Query and organize assets start3%
3-15-2023 10:44:31-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
3-15-2023 10:44:31-debug: Number of scenes: 1
3-15-2023 10:44:31-debug: run build task Query and organize assets success in 6 ms √7%
3-15-2023 10:44:31-debug: // ---- build task Organize scripts ----
3-15-2023 10:44:31-debug: // ---- build task Query and organize assets ---- (6ms)
3-15-2023 10:44:31-debug: Process: heapTotal 221.85MB heapUsed 195.13MB rss 556.14MB
3-15-2023 10:44:31-debug: Organize scripts start7%
3-15-2023 10:44:31-debug: sort script group...
3-15-2023 10:44:31-debug: Init settings and config start10%
3-15-2023 10:44:31-debug: // ---- build task Init settings and config ----
